"fiscal_year","agency_name","title_description","work_location_borough","pay_basis","regular_hours","regular_gross_paid","ot_hours","total_ot_paid","total_other_pay"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","1208.00","20226.71","212.75","6194.52","6639.29"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2056.00","49577.61","301.5","12812.21","6643.83"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52273.55","392.5","16596.23","6646.39"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","446","20546.14","6646.45"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","MANHATTAN","per Annum","1820.00","105789.73","121.25","7746.01","6650.16"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1120.00","42468.74","0","0.00","6654.83"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BROOKLYN","per Day","1820.00","78555.89","1114.50","95828.28","6656.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","35784.69","617.75","17877.82","6658.74"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","MANHATTAN","per Day","1470.00","66111.04","846.25","50056.97","6660.41"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1999.50","39998.47","289.25","10682.57","6660.55"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","64793.92","637.5","29666.72","6660.83"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","783.5","36410.95","6661.35"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","50925.32","343.75","14085.99","6663.52"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","42910.20","354","12223.14","6667.76"
"2024","NYC HOUSING AUTHORITY","PAINTER","BRONX","per Day","1820.00","96960.85","961.75","76078.09","6667.85"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","270.75","10852.68","6668.88"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1780.57","39624.54","171","6771.04","6669.65"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","2080.00","60840.26","267","10268.93","6671.76"
"2024","NYC HOUSING AUTHORITY","CONSTRUCTION PROJECT MANAGER","QUEENS","per Annum","2000.00","96675.70","527.25","38050.61","6672.78"
"2024","NYC HOUSING AUTHORITY","CITY LABORER","MANHATTAN","per Day","2080.00","36382.49","250.75","7559.03","6674.72"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","969.5","45146.83","6675.91"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","BRONX","per Annum","1440.00","51173.24","341","19946.42","6676.63"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","96960.85","772.25","61930.65","6677.00"
"2024","NYC HOUSING AUTHORITY","PLASTERER","MANHATTAN","per Day","2080.00","125164.24","307.25","34117.91","6677.67"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BROOKLYN","per Day","1820.00","122867.26","831.5","75259.10","6683.61"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52270.16","955","36106.16","6683.67"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","51924.27","148.75","5840.65","6683.98"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2022.85","52287.14","227.5","9587.05","6684.48"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","BROOKLYN","per Day","1820.00","86499.35","1051.75","64968.48","6691.17"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BRONX","per Annum","2080.00","85876.48","400.75","24559.23","6691.46"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","MANHATTAN","per Annum","2080.00","58099.11","817.25","35466.09","6692.72"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","QUEENS","per Day","1820.00","78389.29","578.75","49616.85","6693.13"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","QUEENS","per Annum","2080.00","67972.98","461","24170.94","6693.39"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","2080.00","71529.94","383.5","22164.72","6693.82"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","57887.67","631","27720.34","6694.54"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2090.75","60828.89","82.25","3812.77","6695.33"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","145.5","6154.74","6696.41"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BROOKLYN","per Day","2080.00","127511.27","654.75","74222.94","6697.88"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","1817.55","65335.94","0","0.00","6699.89"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","455.75","21130.44","6700.35"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52276.59","435","18777.70","6700.97"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","36572.59","183.5","5530.61","6702.54"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","BROOKLYN","per Day","1820.00","78555.89","1082.25","92899.59","6703.55"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","73955.00","449.5","25694.22","6709.47"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","QUEENS","per Annum","0","4206.31","0","3065.73","6710.68"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2130.00","51425.17","354.25","14347.42","6711.01"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52371.11","141.75","6405.94","6714.24"
"2024","NYC HOUSING AUTHORITY","CARPENTER","BRONX","per Day","1820.00","112467.51","799.75","75416.33","6716.44"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","1820.00","112293.23","1201.75","147889.03","6717.24"
"2024","NYC HOUSING AUTHORITY","PLUMBER","BROOKLYN","per Day","1820.00","112293.23","944.25","116817.49","6718.02"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","47485.49","447","16365.59","6718.53"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BROOKLYN","per Day","1820.00","122912.92","746.25","71466.29","6719.30"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BROOKLYN","per Annum","1820.00","104378.65","984","72920.17","6719.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","512.75","20812.45","6723.59"
"2024","NYC HOUSING AUTHORITY","CARPENTER","QUEENS","per Day","1820.00","109590.61","871.75","80971.79","6724.11"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52216.61","326.5","13723.44","6724.34"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","1148.50","53938.82","6724.83"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","781","36444.63","6725.05"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","50467.08","485.25","18176.92","6725.41"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","411.5","17465.97","6725.69"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BROOKLYN","per Annum","1820.00","42681.14","0","0.00","6727.31"
"2024","NYC HOUSING AUTHORITY","SECRETARY","QUEENS","per Annum","1820.00","45687.62","0","0.00","6727.31"
"2024","NYC HOUSING AUTHORITY","SECRETARY","BROOKLYN","per Annum","1820.00","45864.03","0","0.00","6727.31"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1820.00","50763.90","0","0.00","6727.31"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1820.00","60889.78","0","0.00","6727.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52275.82","420","17413.37","6729.60"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","BROOKLYN","per Day","1820.00","91199.18","1380.25","104600.69","6732.49"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BROOKLYN","per Day","2080.00","119795.63","598","64447.33","6733.16"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","MANHATTAN","per Annum","1410.00","59950.79","0","0.00","6737.97"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","QUEENS","per Annum","1820.00","105381.09","1021.50","78330.44","6738.34"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","64793.92","881.25","40982.29","6739.30"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2076.57","44667.24","682","27785.58","6739.93"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","73259.83","529","30683.40","6741.14"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","51791.47","126.5","5642.88","6741.46"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","50822.04","302.75","12559.13","6741.96"
"2024","NYC HOUSING AUTHORITY","CARPENTER","BROOKLYN","per Day","1820.00","109575.14","803.75","71450.06","6743.54"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","MANHATTAN","per Annum","1606.85","45376.47","165.75","7663.93","6743.90"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","678.25","31401.25","6743.90"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51943.55","383.25","15815.29","6745.92"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1000.00","13239.97","84.5","2388.22","6746.04"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","51325.32","183","8029.57","6747.81"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BRONX","per Day","2080.00","127538.07","516.75","61976.51","6750.95"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2078.85","48271.78","301.75","12446.49","6751.98"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","405.25","17095.77","6752.63"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","35911.87","532","14852.49","6752.77"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","62580.80","375","16941.03","6755.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52515.04","437.75","18490.82","6755.88"
"2024","NYC HOUSING AUTHORITY","PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","QUEENS","per Annum","1820.00","72894.25","2.5","149.31","6756.00"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","51813.87","405.25","17026.53","6756.69"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","1818.00","36466.61","221","9073.79","6757.67"
"2024","NYC HOUSING AUTHORITY","SPECIAL OFFICER","MANHATTAN","per Annum","2080.00","54809.95","73","2908.66","6760.08"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","55301.84","462.5","20016.48","6760.74"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","71543.35","517","26256.89","6765.23"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","2080.00","78585.17","823.5","46405.67","6766.85"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","1820.00","112074.82","1566.50","192312.07","6770.31"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","MANHATTAN","per Day","2080.00","65043.20","842.5","39412.46","6770.39"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BRONX","per Day","1820.00","75744.00","1151.00","71540.92","6772.57"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BRONX","per Annum","1820.00","71497.27","564","30885.59","6774.03"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","46711.79","354.25","14879.35","6774.08"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52292.47","512.5","21356.44","6774.21"
"2024","NYC HOUSING AUTHORITY","PLUMBER","MANHATTAN","per Day","1820.00","112275.02","660","80988.95","6774.60"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BRONX","per Day","1190.00","52394.77","712.25","44369.11","6775.41"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","97.25","4164.14","6777.34"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","51718.11","352.75","15064.66","6777.47"
"2024","NYC HOUSING AUTHORITY","PLUMBER","BRONX","per Day","1820.00","112275.02","810.75","99168.57","6779.79"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","61961.37","470","20459.78","6780.76"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","298.25","12690.17","6785.92"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BRONX","per Day","1820.00","121090.67","1350.50","124663.97","6785.98"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52141.38","380","15843.88","6787.45"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1812.00","96561.30","813","63474.58","6787.87"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","MANHATTAN","per Day","1820.00","119366.48","1164.50","114398.31","6789.05"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52092.38","391","16151.00","6790.83"
"2024","NYC HOUSING AUTHORITY","MASONS HELPER","MANHATTAN","per Day","1820.00","86499.35","729","44472.79","6790.97"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51893.52","269.25","11696.45","6791.02"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","51597.61","573.5","22926.38","6792.90"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","51899.23","462","19307.68","6794.71"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","1504.00","38771.10","379","15935.33","6796.04"
"2024","NYC HOUSING AUTHORITY","SECRETARY","MANHATTAN","per Annum","1820.00","50346.03","66.5","2178.00","6797.31"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","569.75","23356.44","6798.42"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2127.02","40849.40","228.25","8040.93","6798.48"
"2024","NYC HOUSING AUTHORITY","PLUMBER","BRONX","per Day","1820.00","112197.02","899.75","110873.89","6799.78"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","380","15606.10","6799.88"
"2024","NYC HOUSING AUTHORITY","PLASTERER","MANHATTAN","per Day","2080.00","121803.22","281.5","30600.63","6800.12"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","36857.03","1264.50","34466.62","6803.70"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","494","49800.68","6805.81"
"2024","NYC HOUSING AUTHORITY","PAINTER","MANHATTAN","per Day","1820.00","96119.80","618","49502.54","6814.04"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","66333.48","948","44960.77","6815.94"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","39182.21","896.75","35865.09","6817.55"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BRONX","per Day","2080.00","124123.30","361","40388.26","6818.25"
"2024","NYC HOUSING AUTHORITY","HEATING PLANT TECHNICIAN","QUEENS","per Annum","1992.00","58377.58","372.75","16082.74","6818.97"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","62163.95","477.5","22009.79","6820.13"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","1616.00","26252.78","350.5","9678.03","6820.79"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","BROOKLYN","per Annum","2080.00","72350.17","278.75","15998.65","6821.04"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52292.47","659.5","27055.72","6821.05"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51123.03","552.5","22673.28","6823.38"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","52292.47","451.75","18595.93","6825.85"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","BROOKLYN","per Day","1820.00","119366.48","1659.25","162578.80","6826.14"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","51806.17","332","13963.84","6826.37"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR CARPENTER","MANHATTAN","per Day","1820.00","116113.21","780.75","73712.96","6829.38"
"2024","NYC HOUSING AUTHORITY","PLASTERER","BROOKLYN","per Day","2080.00","127538.07","716.5","81903.27","6830.46"
"2024","NYC HOUSING AUTHORITY","PAINTER","QUEENS","per Day","1883.00","87705.39","149.5","11901.58","6831.17"
"2024","NYC HOUSING AUTHORITY","HOUSING EXTERMINATOR-AL II & III","QUEENS","per Annum","1820.00","72477.60","226","11930.68","6832.56"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","45084.26","298","10769.02","6834.82"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PLASTERER","MANHATTAN","per Day","2080.00","128393.38","766.5","87459.30","6835.16"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","35999.98","232.5","6750.91","6838.38"
"2024","NYC HOUSING AUTHORITY","IT SERVICE MANAGEMENT SPECIALIST","MANHATTAN","per Annum","210","10249.74","0","0.00","6841.34"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","MANHATTAN","per Annum","2025.00","53101.89","269","11655.05","6842.49"
"2024","NYC HOUSING AUTHORITY","PLUMBER","QUEENS","per Day","1820.00","112293.23","1528.25","187922.34","6844.44"
"2024","NYC HOUSING AUTHORITY","PLUMBER","BROOKLYN","per Day","1820.00","112293.23","409.75","50223.06","6848.67"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","64139.56","780.5","36356.62","6850.18"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","688.25","27198.79","6850.86"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52195.87","862.25","34410.99","6852.05"
"2024","NYC HOUSING AUTHORITY","CARETAKER","RICHMOND","per Annum","2080.00","52292.47","228.5","9725.13","6853.03"
"2024","NYC HOUSING AUTHORITY","SUPERVISING HOUSING GROUNDSKEEPER","QUEENS","per Annum","2080.00","73955.00","578.25","33309.01","6853.62"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","QUEENS","per Annum","2073.00","70752.14","1056.50","53489.16","6854.35"
"2024","NYC HOUSING AUTHORITY","PLUMBER'S HELPER","MANHATTAN","per Day","1820.00","78133.79","327.25","27918.77","6856.57"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BRONX","per Annum","2080.00","52292.47","520","21192.91","6858.80"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BRONX","per Annum","2015.00","83233.97","777.5","44526.32","6859.22"
"2024","NYC HOUSING AUTHORITY","ASSOCIATE INVESTIGATOR","MANHATTAN","per Annum","1820.00","65742.13","0","0.00","6859.87"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","36857.03","293","9073.46","6861.03"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2080.00","52292.47","563.75","23335.68","6862.55"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","QUEENS","per Day","1820.00","122924.33","761.25","70307.28","6862.96"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","73485.05","552.5","31568.82","6863.17"
"2024","NYC HOUSING AUTHORITY","ASSISTANT HOUSING MANAGER","BRONX","per Annum","1820.00","86840.30","741.25","48712.62","6863.86"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","73955.00","494.25","29008.21","6864.99"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52292.47","403.75","17261.01","6865.14"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","QUEENS","per Day","1820.00","75744.00","1286.75","80129.78","6867.90"
"2024","NYC HOUSING AUTHORITY","MEDIA SERVICES TECHNICIAN","MANHATTAN","per Annum","1820.00","71942.14","0","0.00","6868.34"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE","QUEENS","per Annum","1820.00","96116.19","199.5","12878.28","6875.83"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PLASTERER","BRONX","per Day","2080.00","130929.04","880.5","103869.99","6875.95"
"2024","NYC HOUSING AUTHORITY","ELECTRICIANS HELPER","BRONX","per Day","1820.00","77574.78","1252.00","83015.38","6876.44"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR PAINTER","QUEENS","per Day","1820.00","110812.37","627","61035.31","6878.00"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","73941.83","272.75","16114.21","6878.48"
"2024","NYC HOUSING AUTHORITY","PLASTERER","MANHATTAN","per Day","2080.00","125211.83","443.5","48523.32","6881.04"
"2024","NYC HOUSING AUTHORITY","EMERGENCY SERVICE AIDE","MANHATTAN","per Annum","2080.00","52292.47","73.5","2832.81","6881.10"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","MANHATTAN","per Annum","2080.00","73955.00","706.5","39213.10","6882.25"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BRONX","per Annum","2080.00","73835.32","439","25424.56","6883.08"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","65043.20","454.5","21414.01","6883.79"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51714.26","195","8296.36","6885.31"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","73797.30","500.25","28595.72","6890.58"
"2024","NYC HOUSING AUTHORITY","PLASTERER","MANHATTAN","per Day","2080.00","127538.07","447.25","47775.87","6898.60"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","52287.14","251.25","10655.64","6898.65"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","812.75","37886.82","6899.53"
"2024","NYC HOUSING AUTHORITY","EMERGENCY SERVICE AIDE","MANHATTAN","per Annum","2080.00","50802.59","434.5","15123.22","6903.13"
"2024","NYC HOUSING AUTHORITY","CARETAKER","RICHMOND","per Annum","2080.00","38277.40","212","6825.59","6906.04"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","QUEENS","per Day","2080.00","53919.05","385.5","16468.25","6906.64"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR CARPENTER","QUEENS","per Day","1820.00","107651.20","564.5","55309.21","6906.72"
"2024","NYC HOUSING AUTHORITY","ELECTRICIAN","BRONX","per Day","1820.00","119366.48","1165.25","114346.67","6908.88"
"2024","NYC HOUSING AUTHORITY","MAINTENANCE WORKER","BROOKLYN","per Day","2080.00","65043.20","725","33746.65","6909.01"
"2024","NYC HOUSING AUTHORITY","HOUSING ASSISTANT","BROOKLYN","per Annum","1820.00","71603.78","444","22462.18","6909.16"
"2024","NYC HOUSING AUTHORITY","ELEVATOR MECHANIC","MANHATTAN","per Day","2080.00","126651.20","697","72169.94","6909.48"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BRONX","per Annum","2080.00","60265.08","492.25","23416.10","6911.07"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2080.00","37348.73","477","14360.17","6916.42"
"2024","NYC HOUSING AUTHORITY","ASBESTOS HANDLER SUPERVISOR","QUEENS","per Annum","2080.00","98533.27","1351.75","96626.53","6918.65"
"2024","NYC HOUSING AUTHORITY","PLUMBER","BRONX","per Day","1820.00","112293.23","935.75","114294.27","6918.78"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","BROOKLYN","per Annum","1820.00","102083.59","1030.00","73669.10","6922.57"
"2024","NYC HOUSING AUTHORITY","RESIDENT BUILDING SUPERINTENDENT","QUEENS","per Annum","1176.00","69507.34","474","34819.83","6922.64"
"2024","NYC HOUSING AUTHORITY","BRICKLAYER","BRONX","per Day","1820.00","122924.33","724","61783.86","6923.75"
"2024","NYC HOUSING AUTHORITY","CARETAKER","MANHATTAN","per Annum","2046.62","53004.70","270.5","11632.64","6924.79"
"2024","NYC HOUSING AUTHORITY","ASSISTANT RESIDENT BUILDING SUPT","RICHMOND","per Annum","2080.00","85410.41","498.5","30665.43","6925.22"
"2024","NYC HOUSING AUTHORITY","SUPERVISOR OF HOUSING CARETAKER","BROOKLYN","per Annum","2080.00","51287.44","301.5","12731.27","6928.45"
"2024","NYC HOUSING AUTHORITY","CARETAKER","QUEENS","per Annum","2000.00","49436.67","422.25","17584.86","6929.25"
"2024","NYC HOUSING AUTHORITY","CARETAKER","BROOKLYN","per Annum","2080.00","51398.46","266.75","11215.64","6931.22"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","1820.00","110035.57","0","0.00","6931.51"
"2024","NYC HOUSING AUTHORITY","AGENCY ATTORNEY","MANHATTAN","per Annum","1820.00","113658.45","0","0.00","6931.51"
